artistName,artistPop,artistGenre,artistRelated
Danny L Harle,45,"escape room, hyperpop, proto-hyperpop","Doss, SONIKKU, Kingdom"
JACK MARLOW,80,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap","JID, DJ Khaled, J. Cole"
Orlandivo,30,brazilian jazz,"Ed Lincoln, Eliana Pittman, Mario Castro Neves"
Gal Costa,63,"bossa nova, mpb, tropicalia","Caetano Veloso, Milton Nascimento, Maria Bethânia"
Paloma Faith,67,"british soul, talent show, uk pop","Adele, Sam Smith, Miley Cyrus"
Steve Monite,43,afro-funk,"Idris Muhammad, Punkin Machine, Oby Onyioha"
Duran Duran,71,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop","Simple Minds, Billy Idol, INXS"
Elizeth Cardoso,42,"bossa nova, samba, velha guarda","Marilia Medalha, Edu Lobo, Nara Leão"
PinkPantheress,77,bedroom pop,"Steve Lacy, Frou Frou, Guy Sigsworth"
Renard Tortue,35,french touch,"Oscar les vacances, Johnny Jane, St Graal"
Fiona Apple,67,"art pop, chamber pop, dark pop, lilith, permanent wave, piano rock, singer-songwriter","Weyes Blood, Elliott Smith, The Sundays"
Revers Gagnant,43,new french touch,"Matild, AGAV, Bomel"
Miúcha,51,"bossa nova, mpb, velha guarda","Adoniran Barbosa, Toquinho, Elis Regina"
Sam Ruffillo,37,jazz house,"Kapote, Fimiani, Igor Gonya"
Christine and the Queens,59,"art pop, electro-pop francais, metropopolis, shimmer pop","London Grammar, Jessie Ware, Robyn"
Sergei Rachmaninoff,65,"classical, post-romantic era, russian romanticism, ukrainian classical","Felix Mendelssohn, Franz Schubert, Daniel Barenboim"
Selah Sue,52,"belgian pop, neo soul","""Ben LOncle Soul"", Charlie Winston, Typh Barrow"
Frédéric Chopin,75,"classical, early romantic era, polish classical","Franz Liszt, Ludwig van Beethoven, Johannes Brahms"
Wolfgang Amadeus Mozart,77,"classical, classical era","Ludwig van Beethoven, Johannes Brahms, Academy of St. Martin in the Fields"
Mister V,53,"french hip hop, pop urbaine, rap francais","Lefa, Sneazzy, Dosseh"
Kemar,16,chanson humoristique,"Slick Brown, Jeilani, Meloyoung"
Melanie Martinez,80,"alt z, electropop, pop","MARINA, Mother Mother, Ellise"
Smokey Bubblin' B,48,ukg revival,"Lemtom, Dennis Quin, A.D.O.R."
NOODS,5,french touch,"Chemical Fame, Max Josef, Fred Owusu"
Lujipeka,53,"french hip hop, rap calme","Georgio, KIK, Columbine"
cassö,71,"hypertechno, pop dance","""MondelloG"", Hypaton, Matt Sassari"
Cartola,59,"bossa nova, mpb, samba, velha guarda","Chico Buarque, Adoniran Barbosa, MPB4"
Jessie J,73,"dance pop, pop","Katy Perry, Demi Lovato, Fifth Harmony"
Barbara Pravi,60,nouvelle chanson francaise,"Mentissa, Zaho de Sagazan, Pomme"
Creeds,66,hypertechno,"BENNETT, Quinten Circle, Lyente"
Luca Manotta,0,bossa nova,"Zarzamora, La Bendita, Wild Mojarras"
Christiane Legrand,32,french movie tunes,"Jean Lussac, Jean Claude Corbel, Francois Le Roux"
Ritt Momney,55,bedroom pop,"Peach Tree Rascals, BENEE, Surfaces"
Paul Anka,64,"adult standards, canadian pop, easy listening, rock-and-roll","The Platters, Frankie Valli, Bobby Vinton"
Poom,32,"french indie pop, french indietronica, french psychedelic","Hypnolove, M.I.L.K., Fernõ"
Tim Maia,66,"brazilian boogie, brazilian soul, mpb","Djavan, Cazuza, Gilberto Gil"
Niko B,59,pop,"Sunship, C4STL3, Jhelisa"
Kraftwerk,53,"dusseldorf electronic, early synthpop, electro, proto-techno, synthpop","DAF, Tubeway Army, Gary Numan"
Clean Bandit,77,"pop, uk dance, uk funky","Zara Larsson, Ellie Goulding, The Chainsmokers"
Maurice Ravel,61,"classical, impressionism, neoclassicism, post-romantic era","Sergei Rachmaninoff, Jean Sibelius, Franz Liszt"
UB40,70,"reggae fusion, uk reggae","Big Mountain, Bob Marley & The Wailers, Jimmy Cliff"
LE NOISEUR,29,nouvelle chanson francaise,"ELISA ERKA, P.R2B, Tim Dup"
Zac Efron,70,"hollywood, movie tunes, post-teen pop","Hugh Jackman, The Greatest Showman Ensemble, Keala Settle"
Maxine Nightingale,50,classic uk pop,"Frankie Valli & The Four Seasons, The Foundations, Jay & The Americans"
Yussef Dayes,57,"british jazz, indie soul","Alfa Mist, Charlie Stacey, Marco Bernardis"
Ana Mazzotti,39,samba-jazz,"Quinteto Ternura, Jorge Autuori, Rosinha De Valença"
Grand Soleil,34,"french indie pop, french indietronica","You Man, Dombrance, Fred Nevché"
Naomi Lareine,31,zurich indie,"Ladina, Zoë Më, ARRIE"
Dimitri From Paris,48,disco house,"Art of Tones, Horse Meat Disco, Dr Packer"
Vinícius de Moraes,61,"bossa nova, mpb, samba, velha guarda","Toquinho, Nara Leão, Elis Regina"
Tamba 4,41,"brazilian jazz, samba-jazz","Roberto Menescal E Seu Conjunto, The Ipanemas, Agustin Pereyra Lucena"
Ricchi E Poveri,66,classic italian pop,"Al Bano And Romina Power, Umberto Tozzi, Toto Cutugno"
Antonín Dvořák,63,"classical, czech classical, late romantic era","Johannes Brahms, Daniel Barenboim, Claudio Abbado"
Nikolai Rimsky-Korsakov,54,"avant-garde, classical, early modern classical, late romantic era, russian romanticism","Orquestra Simfònica de Barcelona i Nacional de Catalunya, Royal Concertgebouw Orchestra, Léo Delibes"
Voyou,45,"french indie pop, french indietronica, nantes indie, nouvelle chanson francaise","Feu! Chatterton, Pépite, Clio"
The C90s,34,nu disco,"Tony Castles, Scenic, Holy Ghost!"
Men I Trust,72,"indie pop, pov: indie","Strawberry Guy, Vansire, ""Hers"""
Robin S,60,diva house,"CeCe Peniston, Crystal Waters, Black Box"
Becky G,79,"latin pop, latin viral pop, rap latina, reggaeton, trap latino, urbano latino","KAROL G, Maluma, Manuel Turizo"
Chemical Fame,4,french touch,"NOODS, Fred Owusu, LeGer"
Hervé,41,"french indie pop, french pop, nouvelle chanson francaise","Marie-Flore, Rouquine, Izïa"
Darlly Maia,0,bossa nova,"Encantoria, Caliandra Queima, Dinho Athayde"
Deep Purple,67,"album rock, classic rock, hard rock, metal, rock","Rainbow, Van Halen, Led Zeppelin"
LEISURE,64,"auckland indie, indie soul","NEIL FRANCES, Two Another, Poolside"
Sade,77,"british soul, sophisti-pop","Erykah Badu, Ms. Lauryn Hill, Amy Winehouse"
Molly,53,electronic,"Swapa, che, The Act"
Natalia Lafourcade,75,"cantautora mexicana, latin alternative, latin pop, mexican pop, rock en espanol, veracruz indie","Julieta Venegas, Mon Laferte, Jósean Log"
Dusty Springfield,68,"adult standards, british invasion, folk rock, soul, vocal jazz","Otis Redding, Bill Withers, The Zombies"
Piano Fantasia,40,pop,"Sandy Marton, Ben Morfitt (SquidPhysics), Michael Hunter"
JOYCA,48,"chanson virale, rap francais","Squeezie, Mastu, Inoxtag"
Henri Salvador,51,chanson,"Enzo Enzo, Pauline Croze, Claude Nougaro"
Gustav Holst,55,"british modern classical, classical, post-romantic era","New York Philharmonic, Chicago Symphony Orchestra, Philadelphia Orchestra"
Brittany Howard,52,"black americana, modern blues rock, neo soul","Arlo Parks, Aaron Frazer, Charlotte Day Wilson"
Christophe,66,"mellow gold, soft rock, yacht rock","Chicago, Bread, Andy Gibb"
Fucking Fred,22,chanson humoristique,"Les keke-boys, DaPoule, Lapsuceur"
Vanille,51,nouvelle chanson francaise,"Laurie Darmon, AGAV, Iliona"
Surfaces,67,bedroom soul,"Tai Verdes, Peach Tree Rascals, Ritt Momney"
BENEE,65,"alt z, nz pop","WILLOW, Still Woozy, Dayglow"
The Magician,65,"belgian edm, house, nu disco","Stevie Appleton, BLOND:ISH, Izzy Bizu"
RuPaul,56,"diva house, strut","Alaska Thunderfuck, Todrick Hall, Bob the Drag Queen"
Jason Derulo,79,"dance pop, pop","Flo Rida, Pitbull, Taio Cruz"
Ludwig van Beethoven,73,"classical, classical era, early romantic era, german romanticism","Frédéric Chopin, Johannes Brahms, Berliner Philharmoniker"
Elis Regina,63,"bossa nova, brazilian jazz, mpb, samba","Vinícius de Moraes, Toquinho, Nara Leão"
Franz Ferdinand,70,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock","Blur, The White Stripes, The Fratellis"
Roger Hodgson,46,"art rock, progressive rock, symphonic rock","Alan Parsons, Marillion, Jon & Vangelis"
Pyotr Ilyich Tchaikovsky,71,"classical, late romantic era, russian romanticism","Sir Simon Rattle, Berliner Philharmoniker, Antonio Vivaldi"
Braaheim,67,"covertronica, hypertechno, slap house","ILYAA, URBANO, Blaze U"
Massive Attack,68,"downtempo, electronica, trip hop","Portishead, Air, Martina Topley-Bird"
2TH,45,rap calme,"Spider ZED, KIK, 47ter"
Salinas,72,"mexican pop, tejano","Selena y los Dinos, A.B. Quintanilla III Y Los Kumbia Kings, Los Ángeles Azules"
Bloodhound Gang,63,"alternative metal, comic, funk metal, funk rock, nu metal, rap rock","The Offspring, Alien Ant Farm, Crazy Town"
Dionne Warwick,63,"adult standards, brill building pop, disco, quiet storm, soft rock, soul, vocal jazz","Roberta Flack, Barbra Streisand, Natalie Cole"
Metronomy,65,"alternative dance, electronica, french indie pop, indietronica, neo-synthpop, new rave, socal pop punk","The Whitest Boy Alive, Parcels, Phoenix"
Ralph Vaughan Williams,53,"classical, early modern classical, post-romantic era","Bournemouth Symphony Orchestra, Edward Elgar, Gerald Finzi"
Ace of Base,70,"eurodance, europop, new wave pop","Haddaway, La Bouche, Madonna"
Myd,53,"filter house, french indie pop, french indietronica, new french touch","""LImpératrice"", Miel De Montagne, Polo & Pan"
Gioachino Rossini,55,"classical, italian opera, italian romanticism","Riccardo Muti, Jacques Offenbach, Georges Bizet"
Papooz,54,"french indie pop, french indietronica","Moriarty, Ezéchiel Pailhès, Camp Claude"
Keala Settle,66,"broadway, hollywood, show tunes","The Greatest Showman Ensemble, Hugh Jackman, Zac Efron"
Jimpster,38,"deep house, minimal tech house","Fred Everything, Kevin Yost, Atjazz"
Natalie Cole,64,"adult standards, disco, quiet storm, soft rock, soul, vocal jazz","Dionne Warwick, Roberta Flack, Diana Ross"
Trei Degete,37,pop,"Ambiance Skandal, Squeezie, JOYCA"
Channel Tres,64,"escape room, indie soul, la pop","Jungle, KAYTRANADA, Leven Kali"
James Baker,70,"art pop, indie soul, indietronica, uk alternative pop","Sampha, Frank Ocean, A$AP Rocky"
Marie-Flore,48,"french indie pop, french pop, nouvelle chanson francaise","Noé Preszow, chien noir, Izïa"
Les keke-boys,54,"chopped and screwed, crunk, dirty south rap, houston rap","Slim Thug, Pimp C, Big Moe"
Claude,69,"classical, impressionism, post-romantic era","Erik Satie, Camille Saint-Saëns, Alice Sara Ott"
Cage The Elephant,76,"modern alternative rock, modern rock, pov: indie, punk blues, rock","GROUPLOVE, MGMT, alt-J"
Dajak,33,french pop,"Primero, Brass, Susanoô"
Ed Lincoln,31,brazilian jazz,"Orlandivo, Eliana Pittman, Johnny Alf"
Miki,50,french indie pop,"MELER, Manuel Lizarazo, Gonzalo Sarfatti"
Francis Lai,60,"classic soundtrack, french soundtrack, vintage french electronic","Christian Gaubert, Armando Trovajoli, Gibran Alcocer"
The Righteous Brothers,65,"adult standards, brill building pop, folk rock, mellow gold, motown, rock-and-roll, rockabilly","Roy Orbison, Ben E. King, The Platters"
Michel Fugain & Le Big Bazar,49,chanson française,"Alain Delon, Joe Dassin, Christophe"
Myla,72,uk funky,"ArrDee, Tion Wayne, A1 x J1"
Shocking Blue,52,nederpop,"Procol Harum, The Box Tops, The Zombies"
Gavinco,39,jazz house,"Madcat, Tom Jarmey, Yambow"
João Erbetta,44,bossa nova,"Quarteto Jobim-Morelenbaum, Duo Flamingo, Roberto Menescal"
Paolo Conte,56,folk rock italiano,"Renato Carosone, Vinicio Capossela, Adriano Celentano"
Identified Patient,20,"dutch experimental electronic, modern ebm","Sophie du Palais, Gesloten Cirkel, Silent Servant"
MC Solaar,55,"french hip hop, jazz rap, old school rap francais","IAM, Doc Gynéco, Akhenaton"
The Kinks,66,"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter","T. Rex, The Who, Cream"
Mo'Kalamity,56,"african reggae, french reggae","The Viceroys, Hollie Cook, Jr Thomas & The Volcanos"
Gipsy Kings,67,"flamenco, rumba, world","Buena Vista Social Club, Julio Iglesias, Sérgio Mendes"
Guillaume Teyssier,3,french indie pop,"La Dame Noir, Drugface, The Magic Ray"
Jeanne Cherhal,39,"chanson, french rock, nantes indie, nouvelle chanson francaise","Benjamin Biolay, Arthur H, Alex Beaupain"
WILLOW,72,"afrofuturism, pop, post-teen pop, pov: indie","Doja Cat, Tyler Cole, BENEE"
Central Line,29,"brit funk, post-disco","Instant Funk, Unlimited Touch, Inner Life"
Omar Souleyman,41,"arab pop, dabke, syrian pop","Rizan Said, Hassan Abou Seoud, 47SOUL"
Tyla,77,pop,"Ayra Starr, Muni Long, Tems"
The Growlers,60,"garage rock revival, indie garage rock, indie surf","The Buttertones, Twin Peaks, Beach Fossils"
K'NAAN,63,reggae fusion,"Gym Class Heroes, Capital Cities, American Authors"
kryptogram,48,ukg revival,"Fabich, DELACOUR, MATVEÏ"
Izzy Bizu,58,british soul,"PNAU, Zak Abel, The Magician"
Leo Roi,36,rap calme,"Spider ZED, Nusky, SEB"
Rachid Taha,48,"arab folk, belly dance, classic arab pop, rai","Faudel, Idir, Alabina"
Jax Jones,73,"dance pop, edm, house, pop dance, uk dance","Ella Henderson, Felix Jaehn, Joel Corry"
Vedo,62,pop r&b,"Eric Bellinger, Queen Naija, Ella Mai"
Leo Sayer,58,"mellow gold, soft rock","Captain & Tennille, Dr. Hook, Tony Orlando & Dawn"
Candi Staton,59,southern soul,"Sister Sledge, Chaka Khan, Womack & Womack"
White Town,55,derby indie,"DNA, Edwyn Collins, Soft Cell"
Edu Lobo,42,"bossa nova, mpb, samba, velha guarda","Elizeth Cardoso, Baden Powell, Sivuca"
GAYLE,63,"alt z, modern alternative pop","Lil Nas X, Leah Kate, Rosa Linn"
21 Savage,89,"atl hip hop, hip hop, rap","Metro Boomin, Offset, Travis Scott"
JVKE,77,"modern indie pop, pov: indie, singer-songwriter pop","Em Beihold, Stephen Sanchez, d4vd"
Nils Handz,13,"french indie pop,french rap","Checler, EMILE, Arthur Ely"
Yot Club,68,bedroom pop,"Vacations, Eyedress, Strawberry Guy"
GROOVY,54,hip-hop,"B Jack$, Essosa, Clara La San"
Liv del Estal,31,french pop,"Dani Terreur, Hélène Sio, Mauvaise Bouche"
Clementine,68,uk dance,"Sonny Fodera, Jazzy, D.O.D"
Frances Forever,50,"bedroom pop, indie pop","Wabie, Beach Bunny, mxmtoon"
Lil Yachty,81,"atl hip hop, melodic rap, rap, trap","Future, Playboi Carti, Young Nudy"
Claire Laffut,43,french indie pop,"Alice et Moi, La Belle Vie, The Pirouettes"
Katya Lel,58,russian pop,"Tanin Jazz, Britney Manson, Lilithzplug"
Molchat Doma,65,"belarusian indie, russian post-punk, sovietwave","Lebanon Hanover, Mareux, Crystal Castles"
Djadja & Dinaz,69,"french hip hop, pop urbaine, rap conscient","Niro, Timal, Landy"
Swan Meat,28,"deconstructed club, experimental club, experimental electronic, grimewave","Miss Jay, RayRay, Ninajirachi"
leaf beach,35,"chillhop, lo-fi beats","Kuranes, Smoke Trees, Handbook"
Take/Five,34,"bass trap, traprun","Ghasper, KRANE, Jordan Comolli"
Gigi Perez,79,bedroom pop,"Gracie Abrams, Chappell Roan, Billie Eilish"
Willaris. K,36,aussietronica,"Lawrence Hart, SWIM, Juno Mamba"
Kat Dahlia,53,"hip pop, miami hip hop","Alex & Sierra, Alessia Cara, gnash"
Jonathan Aldrich,32,vgm instrumental,"Darren Ang, Go Ichinose, Morikazu Aoki"
keshi,79,chill r&b,"Luke Chiang, NIKI, HYBS"
DRILL GATES,57,sped up,"kiwi, fast demon, Velvet Horizon"
Odetari,81,"krushclub, sigilkore","6arelyhuman, Lumi Athena, cade clair"
8D Tunes,64,8d,"Shake Music, DRILL GATES, kiwi"
Into The Nightcore,41,nightcore,"Fly By Nightcore, Nightcore Dreams, Nightcore Hits"
BTS,87,"k-pop, k-pop boy group, pop","BLACKPINK, TWICE, TOMORROW X TOGETHER"
Nuit Incolore,56,french pop,"Pierre de Maere, Jeck, Hoshi"
Polis Sitz,27,trap beats,"ZLZL, Fadez N Riser, Charles Hewits"
Lisa Pariente,47,french pop,"Styleto, Carla De Coignac, Leslie Medina"
The Chainsmokers,83,pop,"Daya, Ellie Goulding, Clean Bandit"
NCT U,63,"k-pop, k-pop boy group","NCT 127, TAEYONG, WayV"
Ronisia,58,r&b francais,"Kim, Joé Dwèt Filé, ""SenSey"""
LEO,59,"alt z, indie poptimism, metropopolis","Dagny, Sigrid, Rhys Lewis"
Elsei,28,focus beats,"Laure-l, Botram, Promenade"
Syrex,59,nightcore,"Sped Up Mage, Nøvacore, neko"
Dom Dolla,71,"australian house, deep groove house, house","Chris Lake, FISHER, Kita Alexander"
5 Seconds of Summer,77,"boy band, pop","The Vamps, One Direction, Jonas Brothers"
Gorgon City,63,"future garage, house, pop dance, uk dance","Jem Cooke, MK, Guz"
Zokush,54,"r&b francais, rap francais","Kerchak, Beendo Z, JKSN"
8D Audio,64,8d,"Shake Music, DRILL GATES, kiwi"
Sukima Switch,59,"j-pop, j-rock","ORANGE RANGE, DISH//, Motohiro Hata"
PianoDeuss,46,anime piano,"Torby Brand, HalcyonMusic, Fonzi M"
Candy_Wind,44,japanese instrumental,"四季音色, CMJ, OCTOBER"
JUSTHIS,48,k-rap,"CHANGMO, NO:EL, Keem Hyo-Eun"
Lutin,20,trap antillais,"Flash, La Cabine, Shaka Zulu"
Highland Peak,40,acoustic chill,"Gabriela Silva, Le Vitates, Q.Z.B"
Gracie Abrams,88,alt z,"Sabrina Carpenter, Lizzy McAlpine, FINNEAS"
Lycoriscoris,31,"japanese house, melodic house","Hosini, Esteble, Mellowdine"
The Mowgli's,49,"hopebeat, indie poptimism, modern alternative rock, modern rock, stomp and holler","Andrew McMahon in the Wilderness, MAGIC GIANT, Young Rising Sons"
ILLENIUM,72,"edm, melodic dubstep, pop dance","Gryffin, Said The Sky, Dabin"
Tommy Richman,79,chill abstract hip hop,"FELIX!, ¥$, Kalmi"
Winona Oak,53,swedish pop,"Charlotte Lawrence, LOVA, shy martin"
Noée,27,french pop,"Enola Cox, Shaby, Marius"
EXO,70,"k-pop, k-pop boy group","SHINee, NCT U, iKON"
Alex Warren,77,"gen z singer-songwriter, singer-songwriter pop","Myles Smith, Matt Hansen, Benson Boone"
Michou,17,"maloya, sega","Casimir Létang, Alain Péters, Daniel Forestal Et Sa Guitare"
Anne-Marie,79,pop,"Bebe Rexha, Ava Max, Zara Larsson"
Jay Filson,30,acoustic cover,"Ryan Fine, Hope Morgan, Adina V"
LRN Slime,54,"lo-fi chill, sad lo-fi","LUUV., ProdBySunny, Navyug"
Project AER,51,"ambient guitar, lo-fi study","Krynoze, Bcalm, Late Night Tones"
IZAID,50,rap calme,"Yuzmv, Livaï, Klem Schen"
Krl Mx,36,techno rave,"In Verruf, Clair, Lukas Meunier"
IDK,58,"pop rap, underground hip hop","Kenny Mason, EARTHGANG, Denzel Curry"
John Newman,71,dance pop,"Calvin Harris, John Martin, Mike Posner"
Pauline Croze,49,nouvelle chanson francaise,"Enzo Enzo, Keren Ann, Paris Combo"
Behind Clouds,40,"focus beats, lo-fi beats","rocomoco, Baen Mow, Myríad"
XG,72,k-pop girl group,"LE SSERAFIM, aespa, KISS OF LIFE"
Olivia O'Brien,66,"alt z, pop","Julia Michaels, Anna Clendening, JP Saxe"
HOYO-MiX,74,japanese vgm,"Yu-Peng Chen, Evan Call, 梶浦 由記"
Dafina Zeqiri,65,"albanian pop, kosovan pop","Butrint Imeri, Dhurata Dora, Yll Limani"
Stray Kids,85,"k-pop, k-pop boy group, pop","ENHYPEN, TOMORROW X TOGETHER, ATEEZ"
BIBI,66,"k-pop, korean r&b","KAI, TOMORROW X TOGETHER, SEULGI"
MAX,68,"singer-songwriter pop, teen pop, viral pop","Lauv, HUH YUNJIN, ""Why Dont We"""
thủy,65,"bedroom r&b, chill r&b","Denise Julia, ASTN, Alaina Castillo"
SPITZ,67,"classic j-pop, j-pop, j-rock","aiko, Aimyon, SEKAI NO OWARI"
Luciano,64,"canzone napoletana, classical tenor, italian tenor, opera, operatic pop","Orchestra del Teatro Comunale di Bologna, Plácido Domingo, Giancarlo Chiaramello"
DUSTY,52,"emo rap, sad rap","Wett Brain, RONEN, 6host"
Memoreece,20,trap beats,"Mars Door, Polis Sitz, Pink Oak"
Yasuharu Takanashi,62,"anime, anime score, japanese celtic","MUSASHI PROJECT, Yuki Hayashi, KOHTA YAMAMOTO"
Hiroyuki Sawano,66,"anime score, japanese soundtrack","Yuki Hayashi, KOHTA YAMAMOTO, Yutaka Yamada"
alva noto,40,"abstract idm, drone, glitch, glitch ambient, intelligent dance music","Abul Mogard, Loscil, Murcof"
Juno Reed,44,sleep,"Elsa Whage, Yves Alija, Alojz Pavic"
Julian Calor,36,"dutch house, electro house, progressive electro house, sky room","Domastic, Ephixa, Pearl Andersson"
A Great Big World,60,"neo mellow, piano rock, pop rock, viral pop","Christina Perri, Nate Ruess, John Legend"
ヨルシカ,74,j-pop,"Kenshi Yonezu, OFFICIAL HIGE DANDISM, Ryokuoushoku Shakai"
Bren Joy,54,"chill r&b, indie r&b","Duckwrth, Emotional Oranges, 88rising"
Dxrk ダーク,62,drift phonk,"Ghostface Playa, Hensonn, KSLV Noh"
ENHYPEN,81,"anime, k-pop boy group","TOMORROW X TOGETHER, Stray Kids, SEVENTEEN"
Jimin,89,k-pop,"LISA, Loco, YEONJUN"
Jimmy Brown,51,bedroom r&b,"Sweet The Kid, amin, oceanfromtheblue"
Tom Rosenthal,68,british singer-songwriter,"Edith Whiskers, SYML, Patrick Watson"
Alexander Stewart,65,singer-songwriter pop,"Matt Hansen, Rachel Grae, Caleb Hearn"
Lưu Ánh Loan,29,vietnamese bolero,"Tố My, Dương Hồng Loan, Bảo Yến"
MEOVV,14,hong kong indie,"Midnight Jogging Club, Sunsat, DORI"
Badger,63,bassline,"Billen Ted, CamrinWatsin, BL3SS"
Shiloh Dynasty,76,"lo-fi chill, sad lo-fi","CORBAL, LRN Slime, Timmies"
rayn,47,north dakota indie,"AJ Smith, Birds of Bellwoods, Chaz Cardigan"
Maggie Rogers,72,indie pop,"Kacey Musgraves, Bleachers, Noah Kahan"
Farruko,84,"reggaeton, trap latino, urbano latino","Nicky Jam, Daddy Yankee, Zion & Lennox"
DOWORK,23,lo-fi jazzhop,"Aywee Tha Seed, Soupbox, John Da Lemon"
Anson Seabra,64,"alt z, gen z singer-songwriter","Alexander 23, Hayd, Clinton Kane"
Martin Jensen,62,"danish electronic, edm, pop dance","Mike Perry, Matoma, Cheat Codes"
Sisters Of Marks,41,calming instrumental,"Space Access, Philó, June Wysh"
twocolors,66,"edm, pop dance, pop edm","Chris de Sarandy, Felix Jaehn, FAST BOY"
Leellamarz,54,"k-rap, korean r&b","TOIL, Kim Seungmin, GIRIBOY"
Sped Up Mage,49,sped up,"Syrex, Nøvacore, fast demon"
korwi,65,"dancehall, reggae fusion","Protoje, Stephen Marley, Ky-Mani Marley"
SARO,26,beatboxing,"INKIE, Vonox, Sxin"
AURORA,75,"art pop, norwegian pop","Paris Paloma, Florence + The Machine, Billie Eilish"
mademoiselle lou,39,cloud rap francais,"USKY, Karmen, Yuz Boy"
Caroline Costa,31,french pop,"Olympe, Collégiale, Nyco Lilliu"
Hugar,38,"compositional ambient, icelandic classical","Dmitry Evgrafov, Mike Lazarev, Library Tapes"
Train,76,"dance pop, neo mellow, pop, pop rock","fun., The Script, WALK THE MOON"
ZAYN,78,"pop, uk pop","Selena Gomez, Shawn Mendes, Sam Smith"
Unlike Pluto,61,la pop,"MISSIO, Adam Jensen, grandson"
LANY,79,"la pop, opm","Lauv, NIKI, HONNE"
Goose house,52,j-poprock,"Ai Higuchi, BURNOUT SYNDROMES, KANA-BOON"
Mooshy,27,trap beats,"Charley Hewits, Fadez N Rizer, Sonliks"
sagun,52,"lo-fi chill, sad lo-fi","Timmies, itssvd, Shiloh"
The Score,69,"modern alternative rock, pov: indie","Zayde Wølf, Oh The Larceny, Sam Tinnesz"
Sara Saphir,31,"comedienne, comic","Eugene Mirman, Gilbert Gottfried, Miss Piggy"
Dr. Dog,65,"chamber pop, indie rock, modern folk rock, philly indie, pov: indie, seattle indie, stomp and holler","Joy Again, Current Joys, ""Hers"""
Zaoui,45,french pop,"Rouquine, St Graal, The Doug"
Jubël,61,swedish pop,"NEIMY, Sigala, GAMPER & DADONI"
Her's,65,"indie pop, liverpool indie, pov: indie","Men I Trust, Vansire, Vacations"
New Politics,45,"modern alternative rock, modern rock, stomp pop","Vinyl Theatre, WATERS, ""The Mowglis"""
Backyard Ballet,19,trap beats,"squeezy X, Blu Beats, ZLZL"
Stéphane,48,french pop,"Eloïz, Joseph Kamel, Jérémy Frerot"
Bloc Party,62,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave","Klaxons, Foals, TV On The Radio"
Mallrat,54,"aussietronica, australian indie, brisbane indie","Cub Sport, LAUREL, Vera Blue"
Lola Amour,62,opm,"Dilaw, Rob Deniel, Janine"
Joshua Bassett,60,singer-songwriter pop,"Jeremy Shada, Julia Lester, Julie and the Phantoms Cast"
Swedish House Mafia,77,"edm, pop dance, progressive electro house","MEDUZA, Tiësto, David Guetta"
Jung Kook,87,k-pop,"V, Latto, FIFTY FIFTY"
Fly By Nightcore,52,nightcore,"Into The Nightcore, Nightcore Dreams, Sinnon Nightcore"
pH-1,59,"k-rap, korean r&b","GroovyRoom, BIG Naughty, Sik-K"
mommy,50,riot grrrl,"Slutever, The Oozes, Destroy Boys"
RidersXTV,36,classical drill,"ZAY, Monuk, THEODORT"
chien noir,48,"french pop, nouvelle chanson francaise","Marie-Flore, Noé Preszow, Coline Rio"
BAEKHYUN,67,k-pop,"NCT 127, WayV, DAY6"
Kerchak,63,"drill francais, french hip hop, pop urbaine","Favé, Beendo Z, Zola"
Jauz,54,"brostep, edm, electro house","NGHTMRE, Zeds Dead, Kill The Noise"
Alberto Ciccarini,54,tropical house,"Poul, Raphael DeLove, Jethro"
DNCE,69,"dance pop, pop","Mark Ronson, Maroon 5, WALK THE MOON"
Yoko Takahashi,57,anime,"Coda, Shinsei Kamattechan, ALI"
Yuki Hayashi,62,"anime score, japanese soundtrack","Hiroaki Tsutsumi, Hiroyuki Sawano, KOHTA YAMAMOTO"
Walk off the Earth,61,"canadian rock, pop rock","Andy Grammer, Ryan Mack, Crash Adams"
Nightcore Reality,52,nightcore,"LA Nightcore, Cheeky, Rock Emo Nightcore"
SG Lewis,65,"electropop, indie soul, uk dance, vapor soul","DRAMA, The Knocks, BAYNK"
Nathalie J,42,sleep,"Juno Reed, Monet Benitez, Pitouu"
The Deli,25,"deep g funk, hyphy","Damu, Mr. Mike, Guce"
Speo,19,gaming edm,"Vena Cava, Jasmina Lin, Cory Friesenhan"
kobasolo,47,anime rock,"Rei Yasuda, Lefty Hand Cream, Huwie Ishizaki"
Lil Baby,87,"atl hip hop, atl trap, rap, trap","Gunna, Kodak Black, Lil Durk"
John Summit,74,house,"HAYLA, Julia Church, Dom Dolla"
ATTLAS,38,canadian electronic,"Dezza, Uppermost, A.M.R"
Block B,55,"k-pop, k-pop boy group, korean r&b","SHINee, PENTAGON, NCT"
Barnes Blvd.,46,lo-fi beats,"Idealism, ""jsan"", mommy"
Niall Horan,77,pop,"Julia Michaels, One Direction, James Bay"
Geppilef,28,trap beats,"Hephisto, Uhrk-Nagimi, No Man In Sight"
